ALL_Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_plasmid_pACNA2_1_NZ_CP021360,ALL_Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_3_NZ_CP021365,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_1_NZ_CP021363,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_2_NZ_CP021364,ALL_Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_1_NZ_CP021367,Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_3_NZ_CP021369,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_2_NZ_CP021368,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_4_NZ_CP021370,ALL_Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_plasmid_pACM6_NZ_CP029374,ALL_Acidovorax_sp_JS42_NC_008782,Acidovorax_sp_JS42_plasmid_pAOVO01_NC_008765,Acidovorax_sp_JS42_plasmid_pAOVO02_NC_008766,Acidovorax_sp_JS42_NC_008782,ALL_Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_plasmid_p3_T1_NZ_CP021651,Acidovorax_sp_T1_plasmid_p2_T1_NZ_CP021650,Acidovorax_sp_T1_plasmid_p1_T1_NZ_CP021649,Acidovorax_avenae_subsp_avenae_ATCC_19860_NC_015138,Acidovorax_avenae_subsp_avenae_NZ_CP028302,Acidovorax_avenae_subsp_avenae_strain_AA78_5_NZ_CP028287,Acidovorax_avenae_subsp_avenae_strain_AA81_1_NZ_CP028288,Acidovorax_avenae_subsp_avenae_strain_AA99_2_NZ_CP028289,Acidovorax_avenae_subsp_avenae_strain_COLB1_CP028291,Acidovorax_avenae_subsp_avenae_strain_INDB2_CP028292,Acidovorax_avenae_subsp_avenae_strain_INV_CP028293,Acidovorax_avenae_subsp_avenae_strain_KL3_NZ_CP028294,Acidovorax_avenae_subsp_avenae_strain_MD5_NZ_CP028295,Acidovorax_avenae_subsp_avenae_strain_MDB1_CP028296,Acidovorax_avenae_subsp_avenae_strain_MOR_CP028297,Acidovorax_avenae_subsp_avenae_strain_NCT3_CP028298,Acidovorax_avenae_subsp_avenae_strain_QH1_CP028299,Acidovorax_avenae_subsp_avenae_strain_QHB1_CP028300,Acidovorax_avenae_subsp_avenae_strain_SH7_NZ_CP028303,Acidovorax_avenae_subsp_avenae_strain_Sa2_CP028301,Acidovorax_carolinensis_strain_NA3_chromosome_1_NZ_CP021361,Acidovorax_cattleyae_strain_CAT98_1_NZ_CP028290,Acidovorax_citrulli_AAC00_1_NC_008752,Acidovorax_citrulli_strain_KACC17005_NZ_CP023687,Acidovorax_ebreus_TPSY_NC_011992,Acidovorax_sp_1608163_NZ_CP033069,Acidovorax_sp_HDW3_NZ_CP049885,Acidovorax_sp_KKS102_NC_018708,Acidovorax_sp_RAC01_NZ_CP016447
"CBP33_RS12985, ,psos,DUF4212 domain-containing protein","CBP33_RS12985, ,psos,DUF4212 domain-containing protein"," - , -","CBP35_RS05475, ,psos,DUF4212 domain-containing protein","CBP35_RS05475, ,psos,DUF4212 domain-containing protein"," - , -"," - , -"," - , -","CBP36_RS13455, ,psos,DUF4212 domain-containing protein"," - , -","CBP36_RS13455, ,psos,DUF4212 domain-containing protein"," - , -"," - , -"," - , -","APS58_RS15445, ,psos,DUF4212 domain-containing protein","APS58_RS15445, ,psos,DUF4212 domain-containing protein"," - , -","AJS_RS14345, ,psos,DUF4212 domain-containing protein"," - , -"," - , -","AJS_RS14345, ,psos,DUF4212 domain-containing protein","CCX87_RS06030, ,psos,DUF4212 domain-containing protein","CCX87_RS06030, ,psos,DUF4212 domain-containing protein"," - , -"," - , -"," - , -","ACAV_RS06940, ,psos,DUF4212 domain-containing protein","C8244_RS06380, ,psos,DUF4212 domain-containing protein","C8241_RS06790, ,psos,DUF4212 domain-containing protein","C8245_RS24620, ,psos,DUF4212 domain-containing protein","C8247_RS06010, ,psos,DUF4212 domain-containing protein","C8234_04685, ,psos,DUF4212 domain-containing protein","C8237_05815, ,psos,DUF4212 domain-containing protein"," - , -","C8238_RS06060, ,psos,DUF4212 domain-containing protein","C8246_RS08070, ,psos,DUF4212 domain-containing protein","C8232_03425, ,psos,DUF4212 domain-containing protein","C8236_06465, ,psos,DUF4212 domain-containing protein","C8243_05950, ,psos,DUF4212 domain-containing protein","C8248_05850, ,psos,DUF4212 domain-containing protein"," - , -","C7Y68_RS06755, ,psos,DUF4212 domain-containing protein","C8235_05100, ,psos,DUF4212 domain-containing protein","CBP34_RS13530, ,psos,DUF4212 domain-containing protein","C8240_RS06185, ,psos,DUF4212 domain-containing protein","AAVE_RS06825, ,psos,DUF4212 domain-containing protein","CQB05_RS13905, ,psos,DUF4212 domain-containing protein","DTPSY_RS11860, ,psos,DUF4212 domain-containing protein","EAG14_RS05530, ,psos,DUF4212 domain-containing protein","G7045_RS03580, ,psos,DUF4212 domain-containing protein","C380_RS08130, ,psos,DUF4212 domain-containing protein","BSY15_RS13725, ,psos,DUF4212 domain-containing protein"
"CBP33_RS13795, ,psos,diguanylate cyclase","CBP33_RS13795, ,psos,diguanylate cyclase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP36_RS14300, ,psos,diguanylate cyclase"," - , -","CBP36_RS14300, ,psos,diguanylate cyclase"," - , -"," - , -"," - , -","APS58_RS14485, ,psos,diguanylate cyclase","APS58_RS14485, ,psos,diguanylate cyclase"," - , -","AJS_RS16135, ,psos,diguanylate cyclase"," - , -"," - , -","AJS_RS16135, ,psos,diguanylate cyclase"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS05955, ,psos,diguanylate cyclase","C8244_RS05370, ,psos,diguanylate cyclase","C8241_RS05785, ,psos,diguanylate cyclase"," - , -","C8247_RS05000, ,psos,diguanylate cyclase","C8234_03680, ,psos,diguanylate cyclase response regulator","C8237_04805, ,psos,diguanylate cyclase response regulator","C8239_05165, ,psos,diguanylate cyclase response regulator","C8238_RS05090, ,psos,diguanylate cyclase","C8246_RS09085, ,psos,diguanylate cyclase","C8232_02415, ,psos,diguanylate cyclase response regulator","C8236_05560, ,psos,diguanylate cyclase response regulator","C8243_04935, ,psos,diguanylate cyclase response regulator","C8248_04820, ,psos,diguanylate cyclase response regulator","C8242_04390, ,psos,diguanylate cyclase response regulator","C7Y68_RS05715, ,psos,diguanylate cyclase","C8235_04305, ,psos,diguanylate cyclase response regulator"," - , -","C8240_RS05195, ,psos,diguanylate cyclase"," - , -"," - , -","DTPSY_RS13050, ,psos,diguanylate cyclase","EAG14_RS14735, ,psos,diguanylate cyclase","G7045_RS09800, ,psos,diguanylate cyclase","C380_RS07225, ,psos,diguanylate cyclase"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS09475, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","BSY15_RS18055, ,psos,hypothetical protein"
"CBP33_RS11170, ,psos,energy transducer TonB","CBP33_RS11170, ,psos,energy transducer TonB"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS18200, ,psos,energy transducer TonB","APS58_RS18200, ,psos,energy transducer TonB"," - , -","AJS_RS12025, ,psos,energy transducer TonB"," - , -"," - , -","AJS_RS12025, ,psos,energy transducer TonB","CCX87_RS08220, ,psos,energy transducer TonB","CCX87_RS08220, ,psos,energy transducer TonB"," - , -"," - , -"," - , -","ACAV_RS09615, ,psos,energy transducer TonB","C8244_RS08375, ,psos,energy transducer TonB"," - , -"," - , -","C8247_RS08005, ,psos,energy transducer TonB","C8234_06080, ,psos,energy transducer TonB","C8237_07555, ,psos,energy transducer TonB","C8239_08730, ,psos,energy transducer TonB"," - , -"," - , -","C8232_05190, ,psos,energy transducer TonB","C8236_07965, ,psos,energy transducer TonB","C8243_07805, ,psos,energy transducer TonB"," - , -"," - , -"," - , -","C8235_06810, ,psos,energy transducer TonB","CBP34_RS11020, ,psos,energy transducer TonB"," - , -","AAVE_RS16545, ,psos,energy transducer TonB","CQB05_RS10690, ,psos,energy transducer TonB","DTPSY_RS07225, ,psos,energy transducer TonB","EAG14_RS07130, ,psos,energy transducer TonB","G7045_RS06860, ,psos,energy transducer TonB","C380_RS14270, ,psos,energy transducer TonB"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS12200, ,psos,translesion error-prone DNA polymerase V autoproteolytic subunit"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","BSY15_RS16325, ,psos,translesion error-prone DNA polymerase V autoproteolytic subunit"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS03955, ,psos,TonB-dependent receptor","C8244_RS03460, ,psos,TonB-dependent receptor","C8241_RS03625, ,psos,TonB-dependent receptor","C8245_RS02125, ,psos,TonB-dependent receptor","C8247_RS03080, ,psos,TonB-dependent receptor","C8234_02585, ,psos,TonB-dependent receptor","C8237_03540, ,psos,TonB-dependent receptor"," - , -"," - , -","C8246_RS11010, ,psos,TonB-dependent receptor"," - , -","C8236_03635, ,psos,TonB-dependent receptor","C8243_03425, ,psos,TonB-dependent receptor","C8248_02720, ,psos,TonB-dependent receptor"," - , -","C7Y68_RS03845, ,psos,TonB-dependent receptor","C8235_02860, ,psos,TonB-dependent receptor"," - , -","C8240_RS03210, ,psos,TonB-dependent receptor"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS04000, ,psos,ABC transporter ATP-binding protein","C8244_RS03480, ,psos,ABC transporter ATP-binding protein","C8241_RS03670, ,psos,ABC transporter ATP-binding protein","C8245_RS02080, ,psos,ABC transporter ATP-binding protein","C8247_RS03125, ,psos,ABC transporter ATP-binding protein","C8234_02605, ,psos,ABC transporter ATP-binding protein","C8237_03560, ,psos,ABC transporter ATP-binding protein"," - , -"," - , -","C8246_RS10960, ,psos,ABC transporter ATP-binding protein"," - , -","C8236_03680, ,psos,ABC transporter ATP-binding protein","C8243_03470, ,psos,ABC transporter ATP-binding protein","C8248_02765, ,psos,ABC transporter ATP-binding protein"," - , -","C7Y68_RS03890, ,psos,ABC transporter ATP-binding protein","C8235_02880, ,psos,ABC transporter ATP-binding protein"," - , -","C8240_RS03260, ,psos,ABC transporter ATP-binding protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS04010, ,psos,ABC transporter substrate-binding protein","C8244_RS03490, ,psos,ABC transporter substrate-binding protein","C8241_RS03680, ,psos,ABC transporter substrate-binding protein","C8245_RS02070, ,psos,ABC transporter substrate-binding protein","C8247_RS03135, ,psos,ABC transporter substrate-binding protein","C8234_02615, ,psos,ABC transporter permease","C8237_03570, ,psos,ABC transporter permease"," - , -"," - , -","C8246_RS10950, ,psos,ABC transporter substrate-binding protein"," - , -","C8236_03690, ,psos,ABC transporter permease","C8243_03480, ,psos,ABC transporter permease","C8248_02775, ,psos,ABC transporter permease"," - , -","C7Y68_RS03900, ,psos,ABC transporter substrate-binding protein","C8235_02890, ,psos,ABC transporter permease"," - , -","C8240_RS03270, ,psos,ABC transporter substrate-binding protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS04015, ,psos,branched-chain amino acid ABC transporter permease","C8244_RS03495, ,psos,branched-chain amino acid ABC transporter permease","C8241_RS03685, ,psos,branched-chain amino acid ABC transporter permease","C8245_RS02065, ,psos,branched-chain amino acid ABC transporter permease","C8247_RS03140, ,psos,branched-chain amino acid ABC transporter permease","C8234_02620, ,psos,branched-chain amino acid ABC transporter permease","C8237_03575, ,psos,branched-chain amino acid ABC transporter permease"," - , -"," - , -","C8246_RS10945, ,psos,branched-chain amino acid ABC transporter permease"," - , -","C8236_03695, ,psos,branched-chain amino acid ABC transporter permease","C8243_03485, ,psos,branched-chain amino acid ABC transporter permease","C8248_02780, ,psos,branched-chain amino acid ABC transporter permease"," - , -","C7Y68_RS03905, ,psos,branched-chain amino acid ABC transporter permease","C8235_02895, ,psos,branched-chain amino acid ABC transporter permease"," - , -","C8240_RS03275, ,psos,branched-chain amino acid ABC transporter permease"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS04020, ,psos,branched-chain amino acid ABC transporter permease","C8244_RS03500, ,psos,branched-chain amino acid ABC transporter permease","C8241_RS03690, ,psos,branched-chain amino acid ABC transporter permease","C8245_RS02060, ,psos,branched-chain amino acid ABC transporter permease","C8247_RS03145, ,psos,branched-chain amino acid ABC transporter permease","C8234_02625, ,psos,branched-chain amino acid ABC transporter permease","C8237_03580, ,psos,branched-chain amino acid ABC transporter permease"," - , -"," - , -","C8246_RS10940, ,psos,branched-chain amino acid ABC transporter permease"," - , -","C8236_03700, ,psos,branched-chain amino acid ABC transporter permease","C8243_03490, ,psos,branched-chain amino acid ABC transporter permease","C8248_02785, ,psos,branched-chain amino acid ABC transporter permease"," - , -","C7Y68_RS03910, ,psos,branched-chain amino acid ABC transporter permease","C8235_02900, ,psos,branched-chain amino acid ABC transporter permease"," - , -","C8240_RS03280, ,psos,branched-chain amino acid ABC transporter permease"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS04025, ,psos,ABC transporter ATP-binding protein","C8244_RS03505, ,psos,ABC transporter ATP-binding protein","C8241_RS03695, ,psos,ABC transporter ATP-binding protein","C8245_RS02055, ,psos,ABC transporter ATP-binding protein","C8247_RS03150, ,psos,ATP-binding cassette domain-containing protein","C8234_02630, ,psos,ABC transporter ATP-binding protein","C8237_03585, ,psos,ABC transporter ATP-binding protein"," - , -"," - , -","C8246_RS10935, ,psos,ABC transporter ATP-binding protein"," - , -","C8236_03705, ,psos,ABC transporter ATP-binding protein","C8243_03495, ,psos,ABC transporter ATP-binding protein","C8248_02790, ,psos,ABC transporter ATP-binding protein"," - , -","C7Y68_RS03915, ,psos,ABC transporter ATP-binding protein","C8235_02905, ,psos,ABC transporter ATP-binding protein"," - , -","C8240_RS03285, ,psos,ABC transporter ATP-binding protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS01750, ,psos,hypothetical protein","APS58_RS01750, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS15770, ,psos,hypothetical protein","C8244_RS13445, ,psos,hypothetical protein","C8241_RS15205, ,psos,hypothetical protein","C8245_RS14435, ,psos,hypothetical protein","C8247_RS13425, ,psos,hypothetical protein","C8234_10260, ,psos,hypothetical protein","C8237_13180, ,psos,hypothetical protein"," - , -","C8238_RS13505, ,psos,hypothetical protein","C8246_RS23720, ,psos,hypothetical protein"," - , -","C8236_12955, ,psos,hypothetical protein","C8243_13100, ,psos,hypothetical protein","C8248_12520, ,psos,hypothetical protein","C8242_12850, ,psos,hypothetical protein","C7Y68_RS14565, ,psos,hypothetical protein"," - , -"," - , -","C8240_RS14460, ,psos,hypothetical protein","AAVE_RS09935, ,psos,hypothetical protein","CQB05_RS04650, ,psos,hypothetical protein"," - , -","EAG14_RS22860, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8245_RS17075, ,psos,LysM peptidoglycan-binding domain-containing protein"," - , -"," - , -"," - , -"," - , -","C8238_RS11270, ,psos,LysM peptidoglycan-binding domain-containing protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8245_RS21465, ,psos,site-specific integrase"," - , -"," - , -"," - , -"," - , -","C8238_RS08345, ,psos,site-specific integrase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS16575, ,psos,BrnT family toxin"," - , -"," - , -","AJS_RS16575, ,psos,BrnT family toxin","CCX87_RS04895, ,psos,BrnT family toxin","CCX87_RS04895, ,psos,BrnT family toxin"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS14745, ,psos,BrnT family toxin"," - , -"," - , -"," - , -"," - , -"," - , -","G7045_RS07555, ,psos,BrnT family toxin","C380_RS13970, ,psos,BrnT family toxin"," - , -"
"CBP33_RS14465, ,psos,serine--tRNA ligase","CBP33_RS14465, ,psos,serine--tRNA ligase"," - , -","CBP35_RS04000, ,psos,serine--tRNA ligase","CBP35_RS04000, ,psos,serine--tRNA ligase"," - , -"," - , -"," - , -","CBP36_RS14935, ,psos,serine--tRNA ligase"," - , -","CBP36_RS14935, ,psos,serine--tRNA ligase"," - , -"," - , -"," - , -","APS58_RS04040, ,psos,serine--tRNA ligase","APS58_RS04040, ,psos,serine--tRNA ligase"," - , -","AJS_RS17085, ,psos,serine--tRNA ligase"," - , -"," - , -","AJS_RS17085, ,psos,serine--tRNA ligase","CCX87_RS04600, ,psos,serine--tRNA ligase","CCX87_RS04600, ,psos,serine--tRNA ligase"," - , -"," - , -"," - , -","ACAV_RS18370, ,psos,serine--tRNA ligase","C8244_RS15780, ,psos,serine--tRNA ligase"," - , -","C8245_RS11520, ,psos,serine--tRNA ligase"," - , -","C8234_11820, ,psos,serine--tRNA ligase","C8237_15135, ,psos,serine--tRNA ligase"," - , -"," - , -","C8246_RS21080, ,psos,serine--tRNA ligase"," - , -","C8236_14900, ,psos,serine--tRNA ligase","C8243_14990, ,psos,serine--tRNA ligase","C8248_13795, ,psos,serine--tRNA ligase","C8242_14450, ,psos,serine--tRNA ligase","C7Y68_RS16510, ,psos,serine--tRNA ligase","C8235_12805, ,psos,serine--tRNA ligase","CBP34_RS15065, ,psos,serine--tRNA ligase"," - , -","AAVE_RS18755, ,psos,serine--tRNA ligase","CQB05_RS06955, ,psos,serine--tRNA ligase","DTPSY_RS13885, ,psos,serine--tRNA ligase","EAG14_RS15395, ,psos,serine--tRNA ligase","G7045_RS10550, ,psos,serine--tRNA ligase","C380_RS05565, ,psos,serine--tRNA ligase","BSY15_RS12075, ,psos,serine--tRNA ligase"
"CBP33_RS14835, ,psos,GTP cyclohydrolase I","CBP33_RS14835, ,psos,GTP cyclohydrolase I"," - , -","CBP35_RS03695, ,psos,GTP cyclohydrolase I","CBP35_RS03695, ,psos,GTP cyclohydrolase I"," - , -"," - , -"," - , -","CBP36_RS15240, ,psos,GTP cyclohydrolase I"," - , -","CBP36_RS15240, ,psos,GTP cyclohydrolase I"," - , -"," - , -"," - , -","APS58_RS03305, ,psos,GTP cyclohydrolase I","APS58_RS03305, ,psos,GTP cyclohydrolase I"," - , -","AJS_RS04380, ,psos,GTP cyclohydrolase I"," - , -"," - , -","AJS_RS04380, ,psos,GTP cyclohydrolase I","CCX87_RS04145, ,psos,GTP cyclohydrolase I","CCX87_RS04145, ,psos,GTP cyclohydrolase I"," - , -"," - , -"," - , -","ACAV_RS17570, ,psos,GTP cyclohydrolase I","C8244_RS15045, ,psos,GTP cyclohydrolase I","C8241_RS16470, ,psos,GTP cyclohydrolase I","C8245_RS12305, ,psos,GTP cyclohydrolase I","C8247_RS14625, ,psos,GTP cyclohydrolase I"," - , -","C8237_14620, ,psos,GTP cyclohydrolase I"," - , -","C8238_RS15145, ,psos,GTP cyclohydrolase I","C8246_RS21990, ,psos,GTP cyclohydrolase I"," - , -","C8236_14740, ,psos,GTP cyclohydrolase I"," - , -","C8248_13420, ,psos,GTP cyclohydrolase I","C8242_13785, ,psos,GTP cyclohydrolase","C7Y68_RS16070, ,psos,GTP cyclohydrolase I","C8235_12115, ,psos,GTP cyclohydrolase I","CBP34_RS15665, ,psos,GTP cyclohydrolase I","C8240_RS16090, ,psos,GTP cyclohydrolase I","AAVE_RS18090, ,psos,GTP cyclohydrolase I","CQB05_RS06270, ,psos,GTP cyclohydrolase I","DTPSY_RS04000, ,psos,GTP cyclohydrolase I","EAG14_RS15665, ,psos,GTP cyclohydrolase I","G7045_RS02010, ,psos,GTP cyclohydrolase I","C380_RS04745, ,psos,GTP cyclohydrolase I","BSY15_RS03185, ,psos,GTP cyclohydrolase I"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","APS58_RS08985, ,psos,hypothetical protein","APS58_RS08985, ,psos,hypothetical protein"," - , -","AJS_RS20470, ,psos,hypothetical protein"," - , -"," - , -","AJS_RS20470, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -","ACAV_RS23595, ,psos,hypothetical protein","C8244_RS19430, ,psos,hypothetical protein","C8241_RS21290, ,psos,hypothetical protein"," - , -","C8247_RS19010, ,psos,hypothetical protein","C8234_15715, ,psos,hypothetical protein","C8237_19280, ,psos,hypothetical protein","C8239_18495, ,psos,hypothetical protein","C8238_RS19460, ,psos,hypothetical protein","C8246_RS15715, ,psos,hypothetical protein","C8232_13150, ,psos,hypothetical protein","C8236_19050, ,psos,hypothetical protein","C8243_18215, ,psos,hypothetical protein","C8248_18055, ,psos,hypothetical protein","C8242_17415, ,psos,hypothetical protein","C7Y68_RS21115, ,psos,hypothetical protein","C8235_17145, ,psos,hypothetical protein"," - , -","C8240_RS21275, ,psos,hypothetical protein","AAVE_RS23750, ,psos,hypothetical protein","CQB05_RS21005, ,psos,hypothetical protein","DTPSY_RS17405, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"
"CBP33_RS17010, ,psos,LysR family transcriptional regulator","CBP33_RS17010, ,psos,LysR family transcriptional regulator"," - , -","CBP35_RS01670, ,psos,LysR family transcriptional regulator","CBP35_RS01670, ,psos,LysR family transcriptional regulator"," - , -"," - , -"," - , -","CBP36_RS17255, ,psos,LysR family transcriptional regulator"," - , -","CBP36_RS17255, ,psos,LysR family transcriptional regulator"," - , -"," - , -"," - , -","APS58_RS11700, ,psos,LysR family transcriptional regulator","APS58_RS11700, ,psos,LysR family transcriptional regulator"," - , -","AJS_RS01895, ,psos,LysR family transcriptional regulator"," - , -"," - , -","AJS_RS01895, ,psos,LysR family transcriptional regulator","CCX87_RS02045, ,psos,LysR family transcriptional regulator","CCX87_RS02045, ,psos,LysR family transcriptional regulator"," - , -"," - , -"," - , -","ACAV_RS02750, ,psos,LysR family transcriptional regulator","C8244_RS02400, ,psos,LysR family transcriptional regulator","C8241_RS02395, ,psos,LysR family transcriptional regulator","C8245_RS03320, ,psos,LysR family transcriptional regulator"," - , -","C8234_01590, ,psos,LysR family transcriptional regulator"," - , -","C8239_02830, ,psos,LysR family transcriptional regulator","C8238_RS02395, ,psos,LysR family transcriptional regulator","C8246_RS12200, ,psos,LysR family transcriptional regulator"," - , -"," - , -","C8243_02225, ,psos,LysR family transcriptional regulator"," - , -","C8242_02620, ,psos,LysR family transcriptional regulator","C7Y68_RS02730, ,psos,LysR family transcriptional regulator"," - , -","CBP34_RS17645, ,psos,LysR family transcriptional regulator","C8240_RS02310, ,psos,LysR family transcriptional regulator","AAVE_RS02950, ,psos,LysR family transcriptional regulator","CQB05_RS17850, ,psos,LysR family transcriptional regulator","DTPSY_RS01820, ,psos,LysR family transcriptional regulator","EAG14_RS01995, ,psos,LysR family transcriptional regulator"," - , -","C380_RS21970, ,psos,LysR family transcriptional regulator","BSY15_RS05205, ,psos,LysR family transcriptional regulator"
