,ALL_Thiomonas_arsenitoxydans_strain_3As_NC_014145,ALL_Thiomonas_intermedia_K12_NC_014153,ALL_Thiomonas_intermedia_strain_ATCC_15466_NZ_CP020046,ALL_Thiomonas_sp_Bio17B3_chromosome_BIO17B3_NZ_LR131947,ALL_Thiomonas_sp_CB2_chromosome_CB2_NZ_LR131956,ALL_Thiomonas_sp_OC7_chromosome_OC7_NZ_LR131953,ALL_Thiomonas_sp_Sup16B3_chromosome_SUP16B3_NZ_LR131950,ALL_Thiomonas_sp_X19_chromosome_THIX_NZ_LT605203
GO985_RS01465,1,1,1,1,1,1,1,1
THIX_RS02450,1,1,1,1,1,1,1,1
THI_RS05145,1,1,1,1,1,1,1,1
TINT_RS04415,1,1,1,1,1,1,1,1
BVH73_RS12370,1,1,1,1,1,1,1,1
GO970_RS04500,1,1,1,1,1,1,1,1
GO948_RS14105,1,1,1,1,1,1,1,1
TOC7_RS04475,1,1,1,1,1,1,1,1
GO985_RS07560,1,1,1,1,1,1,1,1
THIX_RS06695,1,1,1,1,1,1,1,1
THI_RS09680,1,1,1,1,1,1,1,1
TINT_RS08505,1,1,1,1,1,1,1,1
BVH73_RS13835,1,1,1,1,1,1,1,1
GO970_RS18340,1,1,1,1,1,1,1,1
GO948_RS00330,1,1,1,1,1,1,1,1
TOC7_RS18455,1,1,1,1,1,1,1,1
GO985_RS12355,1,1,1,1,1,1,1,1
THIX_RS09740,1,1,1,1,1,1,1,1
THI_RS10220,1,1,1,1,1,1,1,1
TINT_RS09040,1,1,1,1,1,1,1,1
BVH73_RS01155,1,1,1,1,1,1,1,1
GO970_RS02765,1,1,1,1,1,1,1,1
GO948_RS15820,1,1,1,1,1,1,1,1
TOC7_RS02760,1,1,1,1,1,1,1,1
GO985_RS09280,1,1,1,1,1,1,1,1
THIX_RS17165,1,1,1,1,1,1,1,1
THI_RS13875,1,1,1,1,1,1,1,1
TINT_RS13045,1,1,1,1,1,1,1,1
BVH73_RS10420,1,1,1,1,1,1,1,1
GO970_RS06165,1,1,1,1,1,1,1,1
GO948_RS12435,1,1,1,1,1,1,1,1
TOC7_RS06165,1,1,1,1,1,1,1,1
GO985_RS05905,1,1,1,1,1,1,1,1
THIX_RS20500,1,1,1,1,1,1,1,1
THI_RS05180,1,1,1,1,1,1,1,1
TINT_RS04450,1,1,1,1,1,1,1,1
BVH73_RS12405,1,1,1,1,1,1,1,1
GO970_RS04465,1,1,1,1,1,1,1,1
GO948_RS14140,1,1,1,1,1,1,1,1
TOC7_RS04440,1,1,1,1,1,1,1,1
GO985_RS07595,1,1,1,1,1,1,1,1
THIX_RS17740,1,1,1,1,1,1,1,1
THI_RS07635,1,1,1,1,1,1,1,1
TINT_RS06735,1,1,1,1,1,1,1,1
BVH73_RS14695,1,1,1,1,1,1,1,1
GO970_RS01335,1,1,1,1,1,1,1,1
GO948_RS17255,1,1,1,1,1,1,1,1
TOC7_RS01325,1,1,1,1,1,1,1,1
GO985_RS10715,1,1,1,1,1,1,1,1
THIX_RS06430,1,1,1,1,1,1,1,1
THI_RS13530,1,1,1,1,1,1,1,1
TINT_RS12700,1,1,1,1,1,1,1,1
BVH73_RS10770,1,1,1,1,1,1,1,1
GO970_RS05820,1,1,1,1,1,1,1,1
GO948_RS12780,1,1,1,1,1,1,1,1
TOC7_RS05820,1,1,1,1,1,1,1,1
GO985_RS06250,1,1,1,1,1,1,1,1
THIX_RS07285,1,1,1,1,1,1,1,1
THI_RS12810,1,1,1,1,1,1,1,1
TINT_RS11990,1,1,1,1,1,1,1,1
BVH73_RS11330,1,1,1,1,1,1,1,1
GO970_RS14610,1,1,1,1,1,1,1,1
GO948_RS04065,1,1,1,1,1,1,1,1
TOC7_RS14710,1,1,1,1,1,1,1,1
GO985_RS16085,1,1,1,1,1,1,1,1
THIX_RS07050,1,1,1,1,1,1,1,1
THI_RS02040,1,1,1,1,1,1,1,1
TINT_RS16550,1,1,1,1,1,1,1,1
BVH73_RS03245,1,1,1,1,1,1,1,1
GO970_RS11590,1,1,1,1,1,1,1,1
GO948_RS07040,1,1,1,1,1,1,1,1
TOC7_RS11645,1,1,1,1,1,1,1,1
GO985_RS00470,1,1,1,1,1,1,1,1
THIX_RS04680,1,1,1,1,1,1,1,1
THI_RS02085,1,1,1,1,1,1,1,1
TINT_RS02115,1,1,1,1,1,1,1,1
BVH73_RS03200,1,1,1,1,1,1,1,1
GO970_RS11635,1,1,1,1,1,1,1,1
GO948_RS06995,1,1,1,1,1,1,1,1
TOC7_RS11690,1,1,1,1,1,1,1,1
GO985_RS00425,1,1,1,1,1,1,1,1
THIX_RS19130,1,1,1,1,1,1,1,1
THI_RS07660,1,1,1,1,1,1,1,1
TINT_RS06760,1,1,1,1,1,1,1,1
BVH73_RS14720,1,1,1,1,1,1,1,1
GO970_RS01310,1,1,1,1,1,1,1,1
GO948_RS17280,1,1,1,1,1,1,1,1
TOC7_RS01300,1,1,1,1,1,1,1,1
GO985_RS10740,1,1,1,1,1,1,1,1
THIX_RS11615,1,1,1,1,1,1,1,1
THI_RS10375,1,1,1,1,1,1,1,1
TINT_RS09180,1,1,1,1,1,1,1,1
BVH73_RS01185,1,1,1,1,1,1,1,1
GO970_RS02915,1,1,1,1,1,1,1,1
GO948_RS15670,1,1,1,1,1,1,1,1
TOC7_RS02910,1,1,1,1,1,1,1,1
GO985_RS09130,1,1,1,1,1,1,1,1
THIX_RS07900,1,1,1,1,1,1,1,1
THI_RS01205,1,1,1,1,1,1,1,1
TINT_RS01105,1,1,1,1,1,1,1,1
BVH73_RS09645,1,1,1,1,1,1,1,1
GO970_RS10545,1,1,1,1,1,1,1,1
GO948_RS08090,1,1,1,1,1,1,1,1
TOC7_RS10575,1,1,1,1,1,1,1,1
GO985_RS01515,1,1,1,1,1,1,1,1
THIX_RS03895,1,1,1,1,1,1,1,1
THI_RS11805,1,1,1,1,1,1,1,1
TINT_RS11150,1,1,1,1,1,1,1,1
BVH73_RS12260,1,1,1,1,1,1,1,1
GO970_RS15450,1,1,1,1,1,1,1,1
GO948_RS03225,1,1,1,1,1,1,1,1
TOC7_RS15550,1,1,1,1,1,1,1,1
GO985_RS15245,1,1,1,1,1,1,1,1
THIX_RS19815,1,1,1,1,1,1,1,1
THI_RS02525,1,1,1,1,1,1,1,1
TINT_RS02330,1,1,1,1,1,1,1,1
BVH73_RS02915,1,1,1,1,1,1,1,1
GO970_RS12655,1,1,1,1,1,1,1,1
GO948_RS05990,1,1,1,1,1,1,1,1
TOC7_RS12715,1,1,1,1,1,1,1,1
GO985_RS18030,1,1,1,1,1,1,1,1
THIX_RS07830,1,1,1,1,1,1,1,1
THI_RS07585,1,1,1,1,1,1,1,1
TINT_RS06685,1,1,1,1,1,1,1,1
BVH73_RS14650,1,1,1,1,1,1,1,1
GO970_RS01375,1,1,1,1,1,1,1,1
GO948_RS17215,1,1,1,1,1,1,1,1
TOC7_RS01365,1,1,1,1,1,1,1,1
GO985_RS10675,1,1,1,1,1,1,1,1
THIX_RS18720,1,1,1,1,1,1,1,1
THI_RS15020,1,1,1,1,1,1,1,1
TINT_RS13580,1,1,1,1,1,1,1,1
BVH73_RS09960,1,1,1,1,1,1,1,1
GO970_RS06680,1,1,1,1,1,1,1,1
GO948_RS11920,1,1,1,1,1,1,1,1
TOC7_RS06680,1,1,1,1,1,1,1,1
GO985_RS05390,1,1,1,1,1,1,1,1
THIX_RS04155,1,1,1,1,1,1,1,1
THI_RS15485,1,1,1,1,1,1,1,1
TINT_RS14045,1,1,1,1,1,1,1,1
BVH73_RS06565,1,1,1,1,1,1,1,1
GO970_RS07155,1,1,1,1,1,1,1,1
GO948_RS11445,1,1,1,1,1,1,1,1
TOC7_RS07170,1,1,1,1,1,1,1,1
GO985_RS04910,1,1,1,1,1,1,1,1
THIX_RS02505,1,1,1,1,1,1,1,1
THI_RS08315,1,1,1,1,1,1,1,1
TINT_RS07135,1,1,1,1,1,1,1,1
BVH73_RS15145,1,1,1,1,1,1,1,1
GO970_RS00820,1,1,1,1,1,1,1,1
GO948_RS17770,1,1,1,1,1,1,1,1
TOC7_RS00810,1,1,1,1,1,1,1,1
GO985_RS11230,1,1,1,1,1,1,1,1
THIX_RS17540,1,1,1,1,1,1,1,1
THI_RS10700,1,1,1,1,1,1,1,1
TINT_RS09885,1,1,1,1,1,1,1,1
BVH73_RS01780,1,1,1,1,1,1,1,1
GO970_RS12215,1,1,1,1,1,1,1,1
GO948_RS06415,1,1,1,1,1,1,1,1
TOC7_RS12270,1,1,1,1,1,1,1,1
GO985_RS18455,1,1,1,1,1,1,1,1
THIX_RS22655,1,1,1,1,1,1,1,1
THI_RS12160,1,1,1,1,1,1,1,1
TINT_RS11405,1,1,1,1,1,1,1,1
BVH73_RS11920,1,1,1,1,1,1,1,1
GO970_RS15200,1,1,1,1,1,1,1,1
GO948_RS03475,1,1,1,1,1,1,1,1
TOC7_RS15300,1,1,1,1,1,1,1,1
GO985_RS15495,1,1,1,1,1,1,1,1
THIX_RS09880,1,1,1,1,1,1,1,1
THI_RS01395,1,1,1,1,1,1,1,1
TINT_RS01305,1,1,1,1,1,1,1,1
BVH73_RS06065,1,1,1,1,1,1,1,1
GO970_RS10840,1,1,1,1,1,1,1,1
GO948_RS07795,1,1,1,1,1,1,1,1
TOC7_RS10870,1,1,1,1,1,1,1,1
GO985_RS01220,1,1,1,1,1,1,1,1
THIX_RS18325,1,1,1,1,1,1,1,1
THI_RS02965,1,1,1,1,1,1,1,1
TINT_RS02645,1,1,1,1,1,1,1,1
BVH73_RS05530,1,1,1,1,1,1,1,1
GO970_RS12925,1,1,1,1,1,1,1,1
GO948_RS05720,1,1,1,1,1,1,1,1
TOC7_RS12985,1,1,1,1,1,1,1,1
GO985_RS17760,1,1,1,1,1,1,1,1
THIX_RS05065,1,1,1,1,1,1,1,1
THI_RS04760,1,1,1,1,1,1,1,1
TINT_RS04045,1,1,1,1,1,1,1,1
BVH73_RS03955,1,1,1,1,1,1,1,1
GO970_RS04875,1,1,1,1,1,1,1,1
GO948_RS13730,1,1,1,1,1,1,1,1
TOC7_RS04850,1,1,1,1,1,1,1,1
GO985_RS07185,1,1,1,1,1,1,1,1
THIX_RS20235,1,1,1,1,1,1,1,1
THI_RS00465,1,1,1,1,1,1,1,1
TINT_RS00435,1,1,1,1,1,1,1,1
BVH73_RS08975,1,1,1,1,1,1,1,1
GO970_RS09880,1,1,1,1,1,1,1,1
GO948_RS08760,1,1,1,1,1,1,1,1
TOC7_RS09890,1,1,1,1,1,1,1,1
GO985_RS02185,1,1,1,1,1,1,1,1
THIX_RS01455,1,1,1,1,1,1,1,1
THI_RS16130,1,1,1,1,1,1,1,1
TINT_RS14770,1,1,1,1,1,1,1,1
BVH73_RS07185,1,1,1,1,1,1,1,1
GO970_RS07725,1,1,1,1,1,1,1,1
GO948_RS10875,1,1,1,1,1,1,1,1
TOC7_RS07745,1,1,1,1,1,1,1,1
GO985_RS04340,1,1,1,1,1,1,1,1
THIX_RS00420,1,1,1,1,1,1,1,1
THI_RS01750,1,1,1,1,1,1,1,1
TINT_RS01710,1,1,1,1,1,1,1,1
BVH73_RS05840,1,1,1,1,1,1,1,1
GO970_RS11295,1,1,1,1,1,1,1,1
GO948_RS07335,1,1,1,1,1,1,1,1
TOC7_RS11350,1,1,1,1,1,1,1,1
GO985_RS00765,1,1,1,1,1,1,1,1
THIX_RS05690,1,1,1,1,1,1,1,1
THI_RS03965,1,1,1,1,1,1,1,1
TINT_RS03430,1,1,1,1,1,1,1,1
BVH73_RS04585,1,1,1,1,1,1,1,1
GO970_RS13915,1,1,1,1,1,1,1,1
GO948_RS04730,1,1,1,1,1,1,1,1
TOC7_RS13975,1,1,1,1,1,1,1,1
GO985_RS16770,1,1,1,1,1,1,1,1
THIX_RS18260,1,1,1,1,1,1,1,1
THI_RS05370,1,1,1,1,1,1,1,1
TINT_RS04630,1,1,1,1,1,1,1,1
BVH73_RS12600,1,1,1,1,1,1,1,1
GO970_RS04265,1,1,1,1,1,1,1,1
GO948_RS14340,1,1,1,1,1,1,1,1
TOC7_RS04240,1,1,1,1,1,1,1,1
GO985_RS07795,1,1,1,1,1,1,1,1
THIX_RS09560,1,1,1,1,1,1,1,1
THI_RS06770,1,1,1,1,1,1,1,1
TINT_RS05825,1,1,1,1,1,1,1,1
BVH73_RS00675,1,1,1,1,1,1,1,1
GO970_RS02245,1,1,1,1,1,1,1,1
GO948_RS16345,1,1,1,1,1,1,1,1
TOC7_RS02235,1,1,1,1,1,1,1,1
GO985_RS09805,1,1,1,1,1,1,1,1
THIX_RS00925,1,1,1,1,1,1,1,1
THI_RS09990,1,1,1,1,1,1,1,1
TINT_RS08810,1,1,1,1,1,1,1,1
BVH73_RS13500,1,1,1,1,1,1,1,1
GO970_RS18030,1,1,1,1,1,1,1,1
GO948_RS00640,1,1,1,1,1,1,1,1
TOC7_RS18145,1,1,1,1,1,1,1,1
GO985_RS12665,1,1,1,1,1,1,1,1
THIX_RS12925,1,1,1,1,1,1,1,1
THI_RS11300,1,1,1,1,1,1,1,1
TINT_RS10650,1,1,1,1,1,1,1,1
BVH73_RS02400,1,1,1,1,1,1,1,1
GO970_RS15920,1,1,1,1,1,1,1,1
GO948_RS02755,1,1,1,1,1,1,1,1
TOC7_RS16020,1,1,1,1,1,1,1,1
GO985_RS14775,1,1,1,1,1,1,1,1
THIX_RS17435,1,1,1,1,1,1,1,1
THI_RS12960,1,1,1,1,1,1,1,1
TINT_RS12140,1,1,1,1,1,1,1,1
BVH73_RS11200,1,1,1,1,1,1,1,1
GO970_RS14460,1,1,1,1,1,1,1,1
GO948_RS04215,1,1,1,1,1,1,1,1
TOC7_RS14560,1,1,1,1,1,1,1,1
GO985_RS16235,1,1,1,1,1,1,1,1
THIX_RS07715,1,1,1,1,1,1,1,1
THI_RS15835,1,1,1,1,1,1,1,1
TINT_RS14380,1,1,1,1,1,1,1,1
BVH73_RS06950,1,1,1,1,1,1,1,1
GO970_RS07490,1,1,1,1,1,1,1,1
GO948_RS11110,1,1,1,1,1,1,1,1
TOC7_RS07505,1,1,1,1,1,1,1,1
GO985_RS04575,1,1,1,1,1,1,1,1
THIX_RS20630,1,1,1,1,1,1,1,1
THI_RS00175,1,1,1,1,1,1,1,1
TINT_RS00190,1,1,1,1,1,1,1,1
BVH73_RS08685,1,1,1,1,1,1,1,1
GO970_RS09640,1,1,1,1,1,1,1,1
GO948_RS09000,1,1,1,1,1,1,1,1
TOC7_RS09650,1,1,1,1,1,1,1,1
GO985_RS02425,1,1,1,1,1,1,1,1
THIX_RS02645,1,1,1,1,1,1,1,1
THI_RS06685,1,1,1,1,1,1,1,1
TINT_RS05740,1,1,1,1,1,1,1,1
BVH73_RS00775,1,1,1,1,1,1,1,1
GO970_RS02330,1,1,1,1,1,1,1,1
GO948_RS16260,1,1,1,1,1,1,1,1
TOC7_RS02320,1,1,1,1,1,1,1,1
GO985_RS09720,1,1,1,1,1,1,1,1
THIX_RS11430,1,1,1,1,1,1,1,1
THI_RS12220,1,1,1,1,1,1,1,1
TINT_RS11465,1,1,1,1,1,1,1,1
BVH73_RS11860,1,1,1,1,1,1,1,1
GO970_RS15140,1,1,1,1,1,1,1,1
GO948_RS03535,1,1,1,1,1,1,1,1
TOC7_RS15240,1,1,1,1,1,1,1,1
GO985_RS15555,1,1,1,1,1,1,1,1
THIX_RS19235,1,1,1,1,1,1,1,1
THI_RS02570,1,1,1,1,1,1,1,1
TINT_RS02365,1,1,1,1,1,1,1,1
BVH73_RS02865,1,1,1,1,1,1,1,1
GO970_RS12695,1,1,1,1,1,1,1,1
GO948_RS05950,1,1,1,1,1,1,1,1
TOC7_RS12755,1,1,1,1,1,1,1,1
GO985_RS17990,1,1,1,1,1,1,1,1
THIX_RS07355,1,1,1,1,1,1,1,1
THI_RS07085,1,1,1,1,1,1,1,1
TINT_RS06175,1,1,1,1,1,1,1,1
BVH73_RS00310,1,1,1,1,1,1,1,1
GO970_RS01895,1,1,1,1,1,1,1,1
GO948_RS16695,1,1,1,1,1,1,1,1
TOC7_RS01885,1,1,1,1,1,1,1,1
GO985_RS10155,1,1,1,1,1,1,1,1
THIX_RS00840,1,1,1,1,1,1,1,1
THI_RS12065,1,1,1,1,1,1,1,1
TINT_RS11310,1,1,1,1,1,1,1,1
BVH73_RS12010,1,1,1,1,1,1,1,1
GO970_RS15295,1,1,1,1,1,1,1,1
GO948_RS03380,1,1,1,1,1,1,1,1
TOC7_RS15395,1,1,1,1,1,1,1,1
GO985_RS15400,1,1,1,1,1,1,1,1
THIX_RS09965,1,1,1,1,1,1,1,1
THI_RS13675,1,1,1,1,1,1,1,1
TINT_RS12845,1,1,1,1,1,1,1,1
BVH73_RS10645,1,1,1,1,1,1,1,1
GO970_RS05960,1,1,1,1,1,1,1,1
GO948_RS12640,1,1,1,1,1,1,1,1
TOC7_RS05960,1,1,1,1,1,1,1,1
GO985_RS06110,1,1,1,1,1,1,1,1
THIX_RS04045,1,1,1,1,1,1,1,1
THI_RS05500,1,1,1,1,1,1,1,1
TINT_RS04760,1,1,1,1,1,1,1,1
BVH73_RS12725,1,1,1,1,1,1,1,1
GO970_RS04145,1,1,1,1,1,1,1,1
GO948_RS14460,1,1,1,1,1,1,1,1
TOC7_RS04120,1,1,1,1,1,1,1,1
GO985_RS07915,1,1,1,1,1,1,1,1
THIX_RS18535,1,1,1,1,1,1,1,1
THI_RS08385,1,1,1,1,1,1,1,1
TINT_RS07205,1,1,1,1,1,1,1,1
BVH73_RS15215,1,1,1,1,1,1,1,1
GO970_RS00750,1,1,1,1,1,1,1,1
GO948_RS17840,1,1,1,1,1,1,1,1
TOC7_RS00740,1,1,1,1,1,1,1,1
GO985_RS11300,1,1,1,1,1,1,1,1
THIX_RS13725,1,1,1,1,1,1,1,1
THI_RS13560,1,1,1,1,1,1,1,1
TINT_RS12730,1,1,1,1,1,1,1,1
BVH73_RS10740,1,1,1,1,1,1,1,1
GO970_RS05850,1,1,1,1,1,1,1,1
GO948_RS12750,1,1,1,1,1,1,1,1
TOC7_RS05850,1,1,1,1,1,1,1,1
GO985_RS06220,1,1,1,1,1,1,1,1
THIX_RS07255,1,1,1,1,1,1,1,1
THI_RS13805,1,1,1,1,1,1,1,1
TINT_RS12975,1,1,1,1,1,1,1,1
BVH73_RS10515,1,1,1,1,1,1,1,1
GO970_RS06090,1,1,1,1,1,1,1,1
GO948_RS12510,1,1,1,1,1,1,1,1
TOC7_RS06090,1,1,1,1,1,1,1,1
GO985_RS05980,1,1,1,1,1,1,1,1
THIX_RS04630,1,1,1,1,1,1,1,1
THI_RS15875,1,1,1,1,1,1,1,1
TINT_RS14420,1,1,1,1,1,1,1,1
BVH73_RS06990,1,1,1,1,1,1,1,1
GO970_RS07530,1,1,1,1,1,1,1,1
GO948_RS11070,1,1,1,1,1,1,1,1
TOC7_RS07550,1,1,1,1,1,1,1,1
GO985_RS04535,1,1,1,1,1,1,1,1
THIX_RS20670,1,1,1,1,1,1,1,1
THI_RS00485,1,1,1,1,1,1,1,1
TINT_RS00455,1,1,1,1,1,1,1,1
BVH73_RS08995,1,1,1,1,1,1,1,1
GO970_RS09900,1,1,1,1,1,1,1,1
GO948_RS08740,1,1,1,1,1,1,1,1
TOC7_RS09910,1,1,1,1,1,1,1,1
GO985_RS02165,1,1,1,1,1,1,1,1
THIX_RS01475,1,1,1,1,1,1,1,1
THI_RS01065,1,1,1,1,1,1,1,1
TINT_RS00960,1,1,1,1,1,1,1,1
BVH73_RS09575,1,1,1,1,1,1,1,1
GO970_RS10415,1,1,1,1,1,1,1,1
GO948_RS08220,1,1,1,1,1,1,1,1
TOC7_RS10445,1,1,1,1,1,1,1,1
GO985_RS01645,1,1,1,1,1,1,1,1
THIX_RS03090,1,1,1,1,1,1,1,1
THI_RS01740,1,1,1,1,1,1,1,1
TINT_RS01700,1,1,1,1,1,1,1,1
BVH73_RS05850,1,1,1,1,1,1,1,1
GO970_RS11280,1,1,1,1,1,1,1,1
GO948_RS07350,1,1,1,1,1,1,1,1
TOC7_RS11335,1,1,1,1,1,1,1,1
GO985_RS00780,1,1,1,1,1,1,1,1
THIX_RS05700,1,1,1,1,1,1,1,1
THI_RS07135,1,1,1,1,1,1,1,1
TINT_RS06225,1,1,1,1,1,1,1,1
BVH73_RS14255,1,1,1,1,1,1,1,1
GO970_RS01845,1,1,1,1,1,1,1,1
GO948_RS16745,1,1,1,1,1,1,1,1
TOC7_RS01835,1,1,1,1,1,1,1,1
GO985_RS10205,1,1,1,1,1,1,1,1
THIX_RS09810,1,1,1,1,1,1,1,1
THI_RS07575,1,1,1,1,1,1,1,1
TINT_RS06675,1,1,1,1,1,1,1,1
BVH73_RS14640,1,1,1,1,1,1,1,1
GO970_RS01385,1,1,1,1,1,1,1,1
GO948_RS17205,1,1,1,1,1,1,1,1
TOC7_RS01375,1,1,1,1,1,1,1,1
GO985_RS10665,1,1,1,1,1,1,1,1
THIX_RS18730,1,1,1,1,1,1,1,1
THI_RS07150,1,1,1,1,1,1,1,1
TINT_RS06240,1,1,1,1,1,1,1,1
BVH73_RS14270,1,1,1,1,1,1,1,1
GO970_RS01830,1,1,1,1,1,1,1,1
GO948_RS16760,1,1,1,1,1,1,1,1
TOC7_RS01820,1,1,1,1,1,1,1,1
GO985_RS10220,1,1,1,1,1,1,1,1
THIX_RS09830,1,1,1,1,1,1,1,1
THI_RS07465,1,1,1,1,1,1,1,1
TINT_RS06560,1,1,1,1,1,1,1,1
BVH73_RS14520,1,1,1,1,1,1,1,1
GO970_RS01495,1,1,1,1,1,1,1,1
GO948_RS17095,1,1,1,1,1,1,1,1
TOC7_RS01485,1,1,1,1,1,1,1,1
GO985_RS10555,1,1,1,1,1,1,1,1
THIX_RS06470,1,1,1,1,1,1,1,1
THI_RS13765,1,1,1,1,1,1,1,1
TINT_RS12935,1,1,1,1,1,1,1,1
BVH73_RS10555,1,1,1,1,1,1,1,1
GO970_RS06050,1,1,1,1,1,1,1,1
GO948_RS12550,1,1,1,1,1,1,1,1
TOC7_RS06050,1,1,1,1,1,1,1,1
GO985_RS06020,1,1,1,1,1,1,1,1
THIX_RS18240,1,1,1,1,1,1,1,1
THI_RS15085,1,1,1,1,1,1,1,1
TINT_RS13645,1,1,1,1,1,1,1,1
BVH73_RS09895,1,1,1,1,1,1,1,1
GO970_RS06745,1,1,1,1,1,1,1,1
GO948_RS11855,1,1,1,1,1,1,1,1
TOC7_RS06745,1,1,1,1,1,1,1,1
GO985_RS05325,1,1,1,1,1,1,1,1
THIX_RS04225,1,1,1,1,1,1,1,1
THI_RS01945,1,1,1,1,1,1,1,1
TINT_RS01905,1,1,1,1,1,1,1,1
BVH73_RS05645,1,1,1,1,1,1,1,1
GO970_RS11495,1,1,1,1,1,1,1,1
GO948_RS07135,1,1,1,1,1,1,1,1
TOC7_RS11550,1,1,1,1,1,1,1,1
GO985_RS00565,1,1,1,1,1,1,1,1
THIX_RS04950,1,1,1,1,1,1,1,1
THI_RS12765,1,1,1,1,1,1,1,1
TINT_RS11945,1,1,1,1,1,1,1,1
BVH73_RS11375,1,1,1,1,1,1,1,1
GO970_RS14655,1,1,1,1,1,1,1,1
GO948_RS04020,1,1,1,1,1,1,1,1
TOC7_RS14755,1,1,1,1,1,1,1,1
GO985_RS16040,1,1,1,1,1,1,1,1
THIX_RS07095,1,1,1,1,1,1,1,1
THI_RS13680,1,1,1,1,1,1,1,1
TINT_RS12850,1,1,1,1,1,1,1,1
BVH73_RS10640,1,1,1,1,1,1,1,1
GO970_RS05965,1,1,1,1,1,1,1,1
GO948_RS12635,1,1,1,1,1,1,1,1
TOC7_RS05965,1,1,1,1,1,1,1,1
GO985_RS06105,1,1,1,1,1,1,1,1
THIX_RS04040,1,1,1,1,1,1,1,1
THI_RS13925,1,1,1,1,1,1,1,1
TINT_RS13095,1,1,1,1,1,1,1,1
BVH73_RS10365,1,1,1,1,1,1,1,1
GO970_RS06220,1,1,1,1,1,1,1,1
GO948_RS12380,1,1,1,1,1,1,1,1
TOC7_RS06220,1,1,1,1,1,1,1,1
GO985_RS05850,1,1,1,1,1,1,1,1
THIX_RS20555,1,1,1,1,1,1,1,1
THI_RS13965,1,1,1,1,1,1,1,1
TINT_RS13135,1,1,1,1,1,1,1,1
BVH73_RS10325,1,1,1,1,1,1,1,1
GO970_RS06260,1,1,1,1,1,1,1,1
GO948_RS12340,1,1,1,1,1,1,1,1
TOC7_RS06260,1,1,1,1,1,1,1,1
GO985_RS05810,1,1,1,1,1,1,1,1
THIX_RS20595,1,1,1,1,1,1,1,1
THI_RS01265,1,1,1,1,1,1,1,1
TINT_RS01175,1,1,1,1,1,1,1,1
BVH73_RS09705,1,1,1,1,1,1,1,1
GO970_RS10620,1,1,1,1,1,1,1,1
GO948_RS08015,1,1,1,1,1,1,1,1
TOC7_RS10650,1,1,1,1,1,1,1,1
GO985_RS01440,1,1,1,1,1,1,1,1
THIX_RS02425,1,1,1,1,1,1,1,1
THI_RS01755,1,1,1,1,1,1,1,1
TINT_RS01715,1,1,1,1,1,1,1,1
BVH73_RS05835,1,1,1,1,1,1,1,1
GO970_RS11300,1,1,1,1,1,1,1,1
GO948_RS07330,1,1,1,1,1,1,1,1
TOC7_RS11355,1,1,1,1,1,1,1,1
GO985_RS00760,1,1,1,1,1,1,1,1
THIX_RS05685,1,1,1,1,1,1,1,1
THI_RS05350,1,1,1,1,1,1,1,1
TINT_RS04610,1,1,1,1,1,1,1,1
BVH73_RS12555,1,1,1,1,1,1,1,1
GO970_RS04285,1,1,1,1,1,1,1,1
GO948_RS14320,1,1,1,1,1,1,1,1
TOC7_RS04260,1,1,1,1,1,1,1,1
GO985_RS07775,1,1,1,1,1,1,1,1
THIX_RS03935,1,1,1,1,1,1,1,1
THI_RS18115,1,1,1,1,1,1,1,1
TINT_RS06150,1,1,1,1,1,1,1,1
BVH73_RS00340,1,1,1,1,1,1,1,1
GO970_RS16655,1,1,1,1,1,1,1,1
GO948_RS02015,1,1,1,1,1,1,1,1
TOC7_RS16770,1,1,1,1,1,1,1,1
GO985_RS14040,1,1,1,1,1,1,1,1
THIX_RS13090,1,1,1,1,1,1,1,1
THI_RS11895,1,1,1,1,1,1,1,1
TINT_RS11230,1,1,1,1,1,1,1,1
BVH73_RS12170,1,1,1,1,1,1,1,1
GO970_RS15375,1,1,1,1,1,1,1,1
GO948_RS03300,1,1,1,1,1,1,1,1
TOC7_RS15475,1,1,1,1,1,1,1,1
GO985_RS15320,1,1,1,1,1,1,1,1
THIX_RS05670,1,1,1,1,1,1,1,1
THI_RS05880,1,1,1,1,1,1,1,1
TINT_RS05155,1,1,1,1,1,1,1,1
BVH73_RS13255,1,1,1,1,1,1,1,1
GO970_RS03750,1,1,1,1,1,1,1,1
GO948_RS14855,1,1,1,1,1,1,1,1
TOC7_RS03725,1,1,1,1,1,1,1,1
GO985_RS08310,1,1,1,1,1,1,1,1
THIX_RS19740,1,1,1,1,1,1,1,1
THI_RS09700,1,1,1,1,1,1,1,1
TINT_RS08525,1,1,1,1,1,1,1,1
BVH73_RS13795,1,1,1,1,1,1,1,1
GO970_RS18320,1,1,1,1,1,1,1,1
GO948_RS00350,1,1,1,1,1,1,1,1
TOC7_RS18435,1,1,1,1,1,1,1,1
GO985_RS12375,1,1,1,1,1,1,1,1
THIX_RS04850,1,1,1,1,1,1,1,1
THI_RS09910,1,1,1,1,1,1,1,1
TINT_RS08730,1,1,1,1,1,1,1,1
BVH73_RS13575,1,1,1,1,1,1,1,1
GO970_RS18110,1,1,1,1,1,1,1,1
GO948_RS00560,1,1,1,1,1,1,1,1
TOC7_RS18225,1,1,1,1,1,1,1,1
GO985_RS12585,1,1,1,1,1,1,1,1
